Text	Intents	States	Slots
no good	O	NEGATE	O O 	0
change it to wednesday	O	INFORM	O O O B-date 	0
unfortunately not	O	NEGATE	O O 	0
what about 8 pm	O	INFORM	O O B-time I-time 	0
none of those will work	O	NEGATE	O O O O O 	0
check for 6 pm	O	INFORM	O O B-time I-time 	0
alright , make it for 5 pm	O	AFFIRM	O O O O O B-time I-time 	0
book it	O	INFORM	O O 	0
thanks	O	THANK_YOU	O 	0
hi ! i would like to make reservations for wednesday at 6 pm	RESERVE_RESTAURANT	GREETING	O O O O O O O O O B-date O B-time I-time 	1
sakoon	O	INFORM	B-restaurant_name 	0
4	O	INFORM	B-num_people 	0
8 pm	O	AFFIRM	B-time I-time 	0
ok . bye	O	GOOD_BYE	O O O 	0
can you book reservations for 7.15 pm	RESERVE_RESTAURANT	O	O O O O O B-time I-time 	1
the restaurant is amber india	O	INFORM	O O O B-restaurant_name I-restaurant_name 	0
amber india is correct	O	AFFIRM	B-restaurant_name I-restaurant_name O O 	0
make reservations for 6 people on wednesday	O	INFORM	O O O B-num_people O O B-date 	0
can you repeat that	O	CANT_UNDERSTAND	O O O O 	0
the time i need reservations for is 7.15 pm	O	INFORM	O O O O O O O B-time I-time 	0
let ' s try los altos grill	O	INFORM	O O O O B-restaurant_name I-restaurant_name I-restaurant_name 	0
let ' s try friday	O	INFORM	O O O O B-date 	0
6.30 pm is no good	O	NEGATE	B-time I-time O O O 	0
let ' s try tomorrow	O	INFORM	O O O O B-date 	0
yes	O	AFFIRM	O 	0
bye	O	GOOD_BYE	O 	0
hello , i want to make a restaurant reservation for wednesday at 5.30 pm	RESERVE_RESTAURANT	GREETING	O O O O O O O O O O B-date O B-time I-time 	1
4 people	O	INFORM	B-num_people O 	0
the restaurant is pompei	O	INFORM	O O O B-restaurant_name 	0
neither	O	NEGATE	O 	0
neither	O	NEGATE	O 	0
thank you	O	THANK_YOU	O O 	0
hello , can you reserve a table friday at 7.30 pm	RESERVE_RESTAURANT	GREETING	O O O O O O O B-date O B-time I-time 	1
table for 6 at cascal	O	INFORM	O O B-num_people O B-restaurant_name 	0
yes , 6	O	AFFIRM	O O B-num_people 	0
yes , all correct , go with it	O	AFFIRM	O O O O O O O O 	0
bye	O	GOOD_BYE	O 	0
hello , i would like to reserve a restaurant	RESERVE_RESTAURANT	GREETING	O O O O O O O O O 	1
the name of the restaurant is amber india	O	INFORM	O O O O O O B-restaurant_name I-restaurant_name 	0
i didn ' t understand that	O	CANT_UNDERSTAND	O O O O O O 	0
i would like to go at 8 pm	O	INFORM	O O O O O O B-time I-time 	0
on friday , with 5 people	O	INFORM	O B-date O O B-num_people O 	0
no , those times are not good for me	O	NEGATE	O O O O O O O O O 	0
yes , that would be fine	O	AFFIRM	O O O O O O 	0
thank you	O	THANK_YOU	O O 	0
hi ! find an inexpensive restaurant in middletown	FIND_RESTAURANT	GREETING	O O O O B-price_range O O B-location 	1
yes inexpensive	O	AFFIRM	O B-price_range 	0
ephesus	O	AFFIRM	B-restaurant_name 	0
hi can you book a table next monday for 8 pm	RESERVE_RESTAURANT	GREETING	O O O O O O B-date I-date O B-time I-time 	1
i dont understand	O	CANT_UNDERSTAND	O O O 	0
its for 4 people and at los altos grill	O	INFORM	O O B-num_people O O O B-restaurant_name I-restaurant_name I-restaurant_name 	0
sounds good	O	AFFIRM	O O 	0
thank you	O	THANK_YOU	O O 	0
book a table	RESERVE_RESTAURANT	O	O O O 	1
reserve a table at il fornaio at 7.15 pm	O	INFORM	O O O O B-restaurant_name I-restaurant_name O B-time I-time 	0
this friday for 5 people	O	INFORM	O B-date O B-num_people O 	0
no	O	NEGATE	O 	0
ok	O	AFFIRM	O 	0
thanks	O	THANK_YOU	O 	0
hi ! i need a restaurant reservation for 5.30 pm	RESERVE_RESTAURANT	GREETING	O O O O O O O O B-time I-time 	1
wednesday at sumiko	O	INFORM	B-date O B-restaurant_name 	0
3 people	O	INFORM	B-num_people O 	0
no	O	NEGATE	O 	0
are similar reservations available at sakoon	O	INFORM	O O O O O B-restaurant_name 	0
nevermind then . bye	O	GOOD_BYE	O O O O 	0
book a table	RESERVE_RESTAURANT	O	O O O 	1
at cetrella for tomorrow at 6 pm for 4 people	O	INFORM	O B-restaurant_name O B-date O B-time I-time O B-num_people O 	0
thanks ! yes	O	AFFIRM	O O O 	0
ok , 7.30 pm would work	O	AFFIRM	O O B-time I-time O O 	0
thanks	O	GOOD_BYE	O 	0
greetings . i would like to reserve a restaurant	RESERVE_RESTAURANT	GREETING	O O O O O O O O O 	1
the date for the reservation is next monday	O	INFORM	O O O O O O B-date I-date 	0
i confirm that the date is next monday	O	AFFIRM	O O O O O O B-date I-date 	0
the number of people is 5 , and the name of the restaurant is cascal	O	INFORM	O O O O O B-num_people O O O O O O O O B-restaurant_name 	0
the time i would like is 7.15 pm	O	INFORM	O O O O O O B-time I-time 	0
i confirm that the time is 7.15 pm	O	AFFIRM	O O O O O O B-time I-time 	0
i decline those times	O	NEGATE	O O O O 	0
thank you	O	THANK_YOU	O O 	0
hi , i want to make a restaurant reservation	RESERVE_RESTAURANT	GREETING	O O O O O O O O O 	1
there will be 3 of us	O	INFORM	O O O B-num_people O O 	0
please make a reservation for tonight at 7.15 pm for cheese cake factory	O	INFORM	O O O O O B-date O B-time I-time O B-restaurant_name I-restaurant_name I-restaurant_name 	0
that is correct	O	AFFIRM	O O O 	0
please choose 7.30 pm	O	AFFIRM	O O B-time I-time 	0
thanks for your help and goodbye	O	THANK_YOU+GOOD_BYE	O O O O O O 	0
hi , can you make me a reservation for wednesday at 8 pm	RESERVE_RESTAURANT	GREETING	O O O O O O O O O B-date O B-time I-time 	1
5 people for the restaurant cetrella	O	INFORM	B-num_people O O O O B-restaurant_name 	0
no , that does not work	O	NEGATE	O O O O O O 	0
that ' s fine	O	AFFIRM	O O O O 	0
bye	O	GOOD_BYE	O 	0
hello i want to make a restaurant reservation	RESERVE_RESTAURANT	GREETING	O O O O O O O O 	1
for 7 pm	O	INFORM	O B-time I-time 	0
party of 4	O	INFORM	O O B-num_people 	0
reservations at amarin	O	INFORM	O O B-restaurant_name 	0
yes , amarin	O	AFFIRM	O O B-restaurant_name 	0
for tomorrow	O	INFORM	O B-date 	0
no , those won ' t work	O	NEGATE	O O O O O O O 	0
okay , how about for 6 pm	O	INFORM	O O O O O B-time I-time 	0
yes , all of that is correct	O	AFFIRM	O O O O O O O 	0
i didn ' t understand , can you repeat	O	CANT_UNDERSTAND	O O O O O O O O O 	0
great thanks	O	THANK_YOU	O O 	0
hi ! i want to reserve a table at a restaurant	RESERVE_RESTAURANT	GREETING	O O O O O O O O O O O 	1
reservation for 7.15 pm	O	INFORM	O O B-time I-time 	0
sakoon	O	INFORM	B-restaurant_name 	0
yes , sakoon	O	AFFIRM	O O B-restaurant_name 	0
reserve tonight with 6 people	O	INFORM	O B-date O B-num_people O 	0
yes	O	AFFIRM	O 	0
no	O	NEGATE	O 	0
thanks	O	THANK_YOU+GOOD_BYE	O 	0
i want to make dinner reservations for friday at 7.30 pm	RESERVE_RESTAURANT	O	O O O O O O O B-date O B-time I-time 	1
5 people at ephesus	O	INFORM	B-num_people O O B-restaurant_name 	0
yep	O	AFFIRM	O 	0
bye	O	GOOD_BYE	O 	0
hi , can you book me a table for wednesday at 7.15 pm pm	RESERVE_RESTAURANT	GREETING	O O O O O O O O O B-date O B-time I-time I-time 	1
4 people . cheese cake factory	O	INFORM	B-num_people O O B-restaurant_name I-restaurant_name I-restaurant_name 	0
yes	O	AFFIRM	O 	0
i didn ' t understand	O	CANT_UNDERSTAND	O O O O O 	0
thank you	O	THANK_YOU	O O 	0
greetings , reserve a restaurant for tonight at 8 pm	RESERVE_RESTAURANT	GREETING	O O O O O O B-date O B-time I-time 	1
4	O	INFORM	B-num_people 	0
ephesus	O	INFORM	B-restaurant_name 	0
neither	O	NEGATE	O 	0
okay , 6 pm	O	INFORM	O O B-time I-time 	0
confirm	O	AFFIRM	O 	0
thank you , goodbye	O	THANK_YOU+GOOD_BYE	O O O O 	0
hello , i would like to make a reservation for friday at 8 pm	RESERVE_RESTAURANT	GREETING	O O O O O O O O O O B-date O B-time I-time 	1
reservation for 4 at sushi boat	O	INFORM	O O B-num_people O B-restaurant_name I-restaurant_name 	0
yes , the reservation is for 4 this friday at sushi boat	O	AFFIRM	O O O O O O B-num_people O B-date O B-restaurant_name I-restaurant_name 	0
thanks	O	THANK_YOU	O 	0
restaurant reservation with 5 people at 8 pm tomorrow	RESERVE_RESTAURANT	O	O O O B-num_people O O B-time I-time B-date 	1
cheese cake factory	O	INFORM	B-restaurant_name I-restaurant_name I-restaurant_name 	0
cheese cake factory	O	AFFIRM	B-restaurant_name I-restaurant_name I-restaurant_name 	0
try 7.15 pm	O	INFORM	O B-time I-time 	0
cetrella restaurant instead	O	INFORM	B-restaurant_name O O 	0
no	O	NEGATE	O 	0
for friday	O	INFORM	O B-date 	0
no	O	NEGATE	O 	0
goodbye	O	GOOD_BYE	O 	0
hi ! i want to make a dinner reservation	RESERVE_RESTAURANT	GREETING	O O O O O O O O O 	1
6 people for 8 pm at cetrella	O	INFORM	B-num_people O O B-time I-time O B-restaurant_name 	0
next monday	O	INFORM	B-date I-date 	0
no	O	NEGATE	O 	0
how about friday	O	INFORM	O O B-date 	0
yes friday	O	AFFIRM	O B-date 	0
can you repeat that	O	CANT_UNDERSTAND	O O O O 	0
no	O	NEGATE	O 	0
what about tonight	O	INFORM	O O B-date 	0
yes tonight	O	AFFIRM	O B-date 	0
no	O	NEGATE	O 	0
change restaurant to pompei	O	INFORM	O O O B-restaurant_name 	0
yes , pompei for 6 at 8 pm	O	AFFIRM	O O B-restaurant_name O B-num_people O B-time I-time 	0
bye	O	GOOD_BYE	O 	0
hey , i ' m looking to reserve a restaurant on friday at 7.15 pm	RESERVE_RESTAURANT	GREETING	O O O O O O O O O O O B-date O B-time I-time 	1
6 of my friends and the restaurant is sakoon	O	INFORM	B-num_people O O O O O O O B-restaurant_name 	0
no , none of those times work	O	NEGATE	O O O O O O O 	0
it ' s okay , thanks anyway	O	THANK_YOU	O O O O O O O 	0
hey , find restaurants in yorktown heights	FIND_RESTAURANT	GREETING	O O O O O B-location I-location 	1
confirmed	O	AFFIRM	O 	0
no preference as long as its french cuisine	O	INFORM	O O O O O O B-category O 	0
didn ' t catch that	O	CANT_UNDERSTAND	O O O O O 	0
yes	O	AFFIRM	O 	0
neither	O	NEGATE	O 	0
no preference	O	INFORM	O O 	0
evvia	O	AFFIRM	B-restaurant_name 	0
i want to make restaurant reservations	RESERVE_RESTAURANT	O	O O O O O O 	1
at 7 pm	O	INFORM	O B-time I-time 	0
i want wednesday for 6 people at cheese cake factory	O	INFORM	O O B-date O B-num_people O O B-restaurant_name I-restaurant_name I-restaurant_name 	0
i ' ll take 6.15 pm	O	AFFIRM	O O O O B-time I-time 	0
ok . bye	O	GOOD_BYE	O O O 	0
hi , i ' d like to get a table , please	RESERVE_RESTAURANT	GREETING	O O O O O O O O O O O O 	1
i ' d like a table at los altos grill for next monday	O	INFORM	O O O O O O O B-restaurant_name I-restaurant_name I-restaurant_name O B-date I-date 	0
yes , please	O	AFFIRM	O O O 	0
for 7.15 pm	O	INFORM	O B-time I-time 	0
2	O	INFORM	B-num_people 	0
that will not work	O	NEGATE	O O O O 	0
that ' s fine , thanks , bye	O	THANK_YOU+GOOD_BYE	O O O O O O O O 	0
i want to reserve a restaurant for tonight at 7.15 pm	RESERVE_RESTAURANT	O	O O O O O O O B-date O B-time I-time 	1
its called los altos grill ,	O	INFORM	O O B-restaurant_name I-restaurant_name I-restaurant_name O 	0
5	O	INFORM	B-num_people 	0
those times wont work	O	NEGATE	O O O O 	0
lets try tomorrow	O	INFORM	O O B-date 	0
hi ! make a reservation for tonight at 7.15 pm for 2 people	RESERVE_RESTAURANT	GREETING	O O O O O O B-date O B-time I-time O B-num_people O 	1
yes	O	AFFIRM	O 	0
sushi boat	O	INFORM	B-restaurant_name I-restaurant_name 	0
no	O	NEGATE	O 	0
thanks , bye	O	THANK_YOU+GOOD_BYE	O O O 	0
make a reservation for next monday at 7 pm	RESERVE_RESTAURANT	O	O O O O B-date I-date O B-time I-time 	1
6 people	O	INFORM	B-num_people O 	0
make it for the los altos grill	O	INFORM	O O O O B-restaurant_name I-restaurant_name I-restaurant_name 	0
that won ' t work	O	NEGATE	O O O O O 	0
okay , thanks anyway	O	THANK_YOU	O O O O 	0
hi , is it possible for you to get me a table at a place to eat for 8 pm	RESERVE_RESTAURANT	GREETING	O O O O O O O O O O O O O O O O O O B-time I-time 	1
for tomorrow . and there will be 3 people	O	INFORM	O B-date O O O O O B-num_people O 	0
the cheese cake factory	O	INFORM	O B-restaurant_name I-restaurant_name I-restaurant_name 	0
yes , that ' s right	O	AFFIRM	O O O O O O 	0
no , that won ' t work	O	NEGATE	O O O O O O O 	0
thanks . bye for now	O	THANK_YOU+GOOD_BYE	O O O O O 	0
hi , i want to make reservations	RESERVE_RESTAURANT	GREETING	O O O O O O O 	1
il fornaio	O	INFORM	B-restaurant_name I-restaurant_name 	0
make it 7 pm for 3	O	INFORM	O O B-time I-time O B-num_people 	0
yes	O	AFFIRM	O 	0
make it wednesday	O	INFORM	O O B-date 	0
yes	O	AFFIRM	O 	0
5 pm will work	O	AFFIRM	B-time I-time O O 	0
thanks ! bye bye	O	THANK_YOU+GOOD_BYE	O O O O 	0
hi , i ' d like to make a reservation	RESERVE_RESTAURANT	GREETING	O O O O O O O O O O 	1
tonight	O	INFORM	B-date 	0
6 people at ephesus restaurant at 8 pm	O	INFORM	B-num_people O O B-restaurant_name O O B-time I-time 	0
no	O	NEGATE	O 	0
what do you mean	O	CANT_UNDERSTAND	O O O O 	0
yes	O	AFFIRM	O 	0
thank you , goodbye	O	THANK_YOU+GOOD_BYE	O O O O 	0
hello i want to make a reservation	RESERVE_RESTAURANT	GREETING	O O O O O O O 	1
2 people at cascal	O	INFORM	B-num_people O O B-restaurant_name 	0
yes	O	AFFIRM	O 	0
wednesday at 7.15 pm	O	INFORM	B-date O B-time I-time 	0
yes	O	AFFIRM	O 	0
thanks	O	THANK_YOU	O 	0
hi , i want to make a reservation for next monday at 6 pm	RESERVE_RESTAURANT	GREETING	O O O O O O O O O B-date I-date O B-time I-time 	1
yes , next monday at 6 pm	O	AFFIRM	O O B-date I-date O B-time I-time 	0
for amarin	O	INFORM	O B-restaurant_name 	0
for 5 people	O	INFORM	O B-num_people O 	0
yes	O	AFFIRM	O 	0
yes , that is correct	O	AFFIRM	O O O O O 	0
goodbye	O	GOOD_BYE	O 	0
i want to reserve a restaurant	RESERVE_RESTAURANT	O	O O O O O O 	1
cetrella	O	INFORM	B-restaurant_name 	0
i don ' t understand	O	CANT_UNDERSTAND	O O O O O 	0
the date is for tonight	O	INFORM	O O O O B-date 	0
the time is 7 pm and the number of people is 3	O	INFORM	O O O B-time I-time O O O O O O B-num_people 	0
that ' s correct	O	AFFIRM	O O O O 	0
thanks . bye	O	THANK_YOU+GOOD_BYE	O O O 	0
make a restaurant reservation	RESERVE_RESTAURANT	O	O O O O 	1
sakoon on friday for 5 people	O	INFORM	B-restaurant_name O B-date O B-num_people O 	0
6 pm	O	INFORM	B-time I-time 	0
5 pm	O	AFFIRM	B-time I-time 	0
thanks	O	THANK_YOU	O 	0
i want to make a reservation	RESERVE_RESTAURANT	O	O O O O O O 	1
3 people for 6 pm	O	INFORM	B-num_people O O B-time I-time 	0
wednesday	O	INFORM	B-date 	0
cascal	O	INFORM	B-restaurant_name 	0
yes , cascal please	O	AFFIRM	O O B-restaurant_name O 	0
yes	O	AFFIRM	O 	0
thank you , goodbye	O	THANK_YOU+GOOD_BYE	O O O O 	0
i ' d like to make a restaurant reservation for 8 pm	RESERVE_RESTAURANT	O	O O O O O O O O O O B-time I-time 	1
there will be 5 people dining friday at sushi boat	O	INFORM	O O O B-num_people O O B-date O B-restaurant_name I-restaurant_name 	0
those times don ' t work . are there other times available	O	NEGATE	O O O O O O O O O O O O 	0
no , that doesn ' t work either . anything else available	O	NEGATE	O O O O O O O O O O O O 	0
what about on wednesday	O	INFORM	O O O B-date 	0
are there any other times available	O	NEGATE	O O O O O O 	0
great , that works . please book it	O	AFFIRM	O O O O O O O O 	0
thanks	O	THANK_YOU	O 	0
hi ! i want to reserve a table for friday at 7.15 pm	RESERVE_RESTAURANT	GREETING	O O O O O O O O O B-date O B-time I-time 	1
oren hummus	O	INFORM	B-restaurant_name I-restaurant_name 	0
only 2	O	INFORM	O B-num_people 	0
what do you mean	O	CANT_UNDERSTAND	O O O O 	0
alright thanks , bye	O	THANK_YOU+GOOD_BYE	O O O O 	0
i want a reservation at a restaurant tomorrow at 7.15 pm	RESERVE_RESTAURANT	O	O O O O O O O B-date O B-time I-time 	1
3 people . the name of the restaurant is oren hummus	O	INFORM	B-num_people O O O O O O O O B-restaurant_name I-restaurant_name 	0
thanks	O	THANK_YOU	O 	0
hello ! could you find a restaurant in orlando	FIND_RESTAURANT	GREETING	O O O O O O O O B-location 	1
chinese	O	INFORM	B-category 	0
i am interested in cascal	O	AFFIRM	O O O O B-restaurant_name 	0
hi , i ' d like to make reservations at a restaurant on wednesday for 5 people	RESERVE_RESTAURANT	GREETING	O O O O O O O O O O O O O B-date O B-num_people O 	1
the restaurant is sumiko and it can be for any time	O	INFORM	O O O B-restaurant_name O O O O O O O 	0
yes	O	AFFIRM	O 	0
i don ' t like those times	O	NEGATE	O O O O O O O 	0
that sounds good	O	AFFIRM	O O O 	0
bye	O	GOOD_BYE	O 	0
restaurant reservations , please	RESERVE_RESTAURANT	O	O O O O 	1
amber india	O	INFORM	B-restaurant_name I-restaurant_name 	0
6	O	INFORM	B-num_people 	0
yes , 6 people	O	AFFIRM	O O B-num_people O 	0
next monday	O	INFORM	B-date I-date 	0
8 pm	O	INFORM	B-time I-time 	0
i don ' t want 7.15 pm	O	NEGATE	O O O O O B-time I-time 	0
thanks ! okay , goodbye	O	THANK_YOU+GOOD_BYE	O O O O O 	0
i want to book a table for 5 at 8 pm on next monday	RESERVE_RESTAURANT	O	O O O O O O O B-num_people O B-time I-time O B-date I-date 	1
yes please	O	AFFIRM	O O 	0
amber india	O	INFORM	B-restaurant_name I-restaurant_name 	0
correct	O	AFFIRM	O 	0
thanks , bye	O	THANK_YOU+GOOD_BYE	O O O 	0
i would like to make a reservation at a restaurant	RESERVE_RESTAURANT	O	O O O O O O O O O O 	1
i would like to make a reservation for 2 at il fornaio at 5.30 pm	O	INFORM	O O O O O O O O B-num_people O B-restaurant_name I-restaurant_name O B-time I-time 	0
i would like to make the reservation for tonight	O	INFORM	O O O O O O O O B-date 	0
i do not want to make a reservation for 8 pm	O	NEGATE	O O O O O O O O O B-time I-time 	0
i would like to make a reservation at ephesus	O	INFORM	O O O O O O O O B-restaurant_name 	0
i ' m not interested in that time	O	NEGATE	O O O O O O O O 	0
i ' m not interested	O	NEGATE	O O O O O 	0
thanks , goodbbye . bye	O	THANK_YOU+GOOD_BYE	O O O O O 	0
hi , i want to reserve a restaurant for wednesday	RESERVE_RESTAURANT	GREETING	O O O O O O O O O B-date 	1
5 people for the sushi boat	O	INFORM	B-num_people O O O B-restaurant_name I-restaurant_name 	0
any time	O	INFORM	O O 	0
no	O	NEGATE	O 	0
bye	O	GOOD_BYE	O 	0
hi , i ' d like to book a table for 8 pm	RESERVE_RESTAURANT	GREETING	O O O O O O O O O O O B-time I-time 	1
6 people	O	INFORM	B-num_people O 	0
yes , please	O	AFFIRM	O O O 	0
at los altos grill for tomorrow , please	O	INFORM	O B-restaurant_name I-restaurant_name I-restaurant_name O B-date O O 	0
yes , please	O	AFFIRM	O O O 	0
bye	O	GOOD_BYE	O 	0
hi , i want to make a restaurant reservation	RESERVE_RESTAURANT	GREETING	O O O O O O O O O 	1
table for 3 on friday at los altos grill	O	INFORM	O O B-num_people O B-date O B-restaurant_name I-restaurant_name I-restaurant_name 	0
7.30 pm please	O	INFORM	B-time I-time O 	0
no , those times don ' t work for me	O	NEGATE	O O O O O O O O O O 	0
okay , can we try wednesday please	O	INFORM	O O O O O B-date O 	0
no , those don ' t work either	O	NEGATE	O O O O O O O O 	0
okay , nevermind then , thanks . bye	O	THANK_YOU+GOOD_BYE	O O O O O O O O 	0
hello i want to reserve a table	RESERVE_RESTAURANT	GREETING	O O O O O O O 	1
5 people for sakoon at 6 pm	O	INFORM	B-num_people O O B-restaurant_name O B-time I-time 	0
tonight	O	INFORM	B-date 	0
6.30 pm will be fine	O	AFFIRM	B-time I-time O O O 	0
thanks bye	O	THANK_YOU+GOOD_BYE	O O 	0
hi ! reserving a restaurant please	RESERVE_RESTAURANT	GREETING	O O O O O O 	1
tonight	O	INFORM	B-date 	0
6 people for cetrella	O	INFORM	B-num_people O O B-restaurant_name 	0
8 pm	O	INFORM	B-time I-time 	0
tonight 6 people at cetrella 8 pm	O	AFFIRM	B-date B-num_people O O B-restaurant_name B-time I-time 	0
thanks	O	THANK_YOU	O 	0
find restaurants in french madison that are expensive	FIND_RESTAURANT	O	O O O B-category B-location O O B-price_range 	1
i don ' t care about the type of meal , nor the rating	O	INFORM	O O O O O O O O O O O O O O 	0
yes	O	AFFIRM	O 	0
let ' s go with cascal	O	AFFIRM	O O O O O B-restaurant_name 	0
hi , please find a restaurant	FIND_RESTAURANT	GREETING	O O O O O O 	1
the food type is french , the location is morristown and the price range is moderately priced	O	INFORM	O O O O B-category O O O O B-location O O O O O B-price_range I-price_range 	0
yes , the restaurant that is ephesus	O	AFFIRM	O O O O O O B-restaurant_name 	0
hello , can you make and 8 pm reservation for me	RESERVE_RESTAURANT	GREETING	O O O O O O B-time I-time O O O 	1
